domain,cohort,task,model,train_input,test_or_condition,metric,estimate,point,ci_lower,ci_upper,formatted_95ci,n_subjects,n_seeds,n_bootstrap,source_file
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.845253,0.813617,0.875218,"0.845 [0.814, 0.875]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,drop_flattened,balanced_accuracy,drop_flattened,0.110355,0.088435,0.131849,"0.110 [0.088, 0.132]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,retention_flattened,balanced_accuracy,retention_flattened,0.862403,0.836277,0.889348,"0.862 [0.836, 0.889]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,baseline,macro_f1,baseline,0.801973,0.781467,0.822233,"0.802 [0.781, 0.822]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,sham,macro_f1,sham,0.799809,0.779495,0.819810,"0.800 [0.779, 0.820]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,aperiodic,macro_f1,aperiodic,0.657050,0.618149,0.689082,"0.657 [0.618, 0.689]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,flattened,macro_f1,flattened,0.686935,0.654469,0.718382,"0.687 [0.654, 0.718]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,drop_sham,macro_f1,drop_sham,0.002165,0.000856,0.003462,"0.002 [0.001, 0.003]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,retention_sham,macro_f1,retention_sham,0.997301,0.995712,0.998924,"0.997 [0.996, 0.999]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,drop_aperiodic,macro_f1,drop_aperiodic,0.144923,0.113758,0.183284,"0.145 [0.114, 0.183]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,retention_aperiodic,macro_f1,retention_aperiodic,0.819292,0.773072,0.857063,"0.819 [0.773, 0.857]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,drop_flattened,macro_f1,drop_flattened,0.115039,0.089535,0.141773,"0.115 [0.090, 0.142]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,retention_flattened,macro_f1,retention_flattened,0.856555,0.823183,0.888271,"0.857 [0.823, 0.888]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,baseline,accuracy,baseline,0.803140,0.782691,0.822745,"0.803 [0.783, 0.823]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,sham,accuracy,sham,0.800758,0.780337,0.820300,"0.801 [0.780, 0.820]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,aperiodic,accuracy,aperiodic,0.663319,0.631859,0.692364,"0.663 [0.632, 0.692]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,flattened,accuracy,flattened,0.707295,0.683141,0.731463,"0.707 [0.683, 0.731]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,drop_sham,accuracy,drop_sham,0.002382,0.001111,0.003649,"0.002 [0.001, 0.004]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,retention_sham,accuracy,retention_sham,0.997034,0.995444,0.998610,"0.997 [0.995, 0.999]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,drop_aperiodic,accuracy,drop_aperiodic,0.139820,0.111594,0.170525,"0.140 [0.112, 0.171]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,retention_aperiodic,accuracy,retention_aperiodic,0.825908,0.788966,0.859609,"0.826 [0.789, 0.860]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,drop_flattened,accuracy,drop_flattened,0.095845,0.076173,0.115741,"0.096 [0.076, 0.116]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,retention_flattened,accuracy,retention_flattened,0.880662,0.856629,0.904478,"0.881 [0.857, 0.904]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,baseline,balanced_accuracy,baseline,0.786303,0.763127,0.808853,"0.786 [0.763, 0.809]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,sham,balanced_accuracy,sham,0.786422,0.763015,0.808946,"0.786 [0.763, 0.809]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,aperiodic,balanced_accuracy,aperiodic,0.696431,0.673791,0.722201,"0.696 [0.674, 0.722]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,flattened,balanced_accuracy,flattened,0.711379,0.683029,0.739392,"0.711 [0.683, 0.739]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,drop_sham,balanced_accuracy,drop_sham,-0.000119,-0.000845,0.000659,"-0.000 [-0.001, 0.001]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,retention_sham,balanced_accuracy,retention_sham,1.000152,0.999158,1.001073,"1.000 [0.999, 1.001]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.089872,0.062489,0.115673,"0.090 [0.062, 0.116]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.885703,0.855243,0.919442,"0.886 [0.855, 0.919]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,drop_flattened,balanced_accuracy,drop_flattened,0.074924,0.052493,0.100128,"0.075 [0.052, 0.100]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,retention_flattened,balanced_accuracy,retention_flattened,0.904714,0.873515,0.932991,"0.905 [0.874, 0.933]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,baseline,macro_f1,baseline,0.786043,0.763048,0.808111,"0.786 [0.763, 0.808]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,sham,macro_f1,sham,0.786134,0.762999,0.808355,"0.786 [0.763, 0.808]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,aperiodic,macro_f1,aperiodic,0.674940,0.643421,0.709145,"0.675 [0.643, 0.709]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,flattened,macro_f1,flattened,0.708038,0.674956,0.738738,"0.708 [0.675, 0.739]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,drop_sham,macro_f1,drop_sham,-0.000091,-0.000806,0.000726,"-0.000 [-0.001, 0.001]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,retention_sham,macro_f1,retention_sham,1.000116,0.999076,1.001022,"1.000 [0.999, 1.001]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,drop_aperiodic,macro_f1,drop_aperiodic,0.111103,0.073888,0.145408,"0.111 [0.074, 0.145]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,retention_aperiodic,macro_f1,retention_aperiodic,0.858656,0.817390,0.905058,"0.859 [0.817, 0.905]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,drop_flattened,macro_f1,drop_flattened,0.078005,0.052227,0.107747,"0.078 [0.052, 0.108]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,retention_flattened,macro_f1,retention_flattened,0.900762,0.863627,0.933482,"0.901 [0.864, 0.933]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,baseline,accuracy,baseline,0.787152,0.764733,0.809528,"0.787 [0.765, 0.810]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,sham,accuracy,sham,0.787224,0.764530,0.809677,"0.787 [0.765, 0.810]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,aperiodic,accuracy,aperiodic,0.681337,0.654987,0.710749,"0.681 [0.655, 0.711]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,flattened,accuracy,flattened,0.726747,0.700120,0.752904,"0.727 [0.700, 0.753]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,drop_sham,accuracy,drop_sham,-0.000072,-0.000824,0.000740,"-0.000 [-0.001, 0.001]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,retention_sham,accuracy,retention_sham,1.000092,0.999053,1.001041,"1.000 [0.999, 1.001]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,drop_aperiodic,accuracy,drop_aperiodic,0.105815,0.073645,0.135068,"0.106 [0.074, 0.135]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,retention_aperiodic,accuracy,retention_aperiodic,0.865572,0.830966,0.905482,"0.866 [0.831, 0.905]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,drop_flattened,accuracy,drop_flattened,0.060405,0.038646,0.084318,"0.060 [0.039, 0.084]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,LaBraM,,retention_flattened,accuracy,retention_flattened,0.923261,0.893530,0.950434,"0.923 [0.894, 0.950]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,baseline,balanced_accuracy,baseline,0.801176,0.778754,0.823746,"0.801 [0.779, 0.824]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,sham,balanced_accuracy,sham,0.800685,0.778368,0.823201,"0.801 [0.778, 0.823]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,aperiodic,balanced_accuracy,aperiodic,0.685258,0.659722,0.711858,"0.685 [0.660, 0.712]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,flattened,balanced_accuracy,flattened,0.726557,0.701743,0.751820,"0.727 [0.702, 0.752]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,drop_sham,balanced_accuracy,drop_sham,0.000491,-0.000418,0.001407,"0.000 [-0.000, 0.001]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,retention_sham,balanced_accuracy,retention_sham,0.999387,0.998243,1.000531,"0.999 [0.998, 1.001]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.115918,0.090676,0.139259,"0.116 [0.091, 0.139]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.855316,0.827575,0.885354,"0.855 [0.828, 0.885]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,drop_flattened,balanced_accuracy,drop_flattened,0.074619,0.053229,0.095571,"0.075 [0.053, 0.096]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,retention_flattened,balanced_accuracy,retention_flattened,0.906863,0.881570,0.933017,"0.907 [0.882, 0.933]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,baseline,macro_f1,baseline,0.799745,0.776262,0.822015,"0.800 [0.776, 0.822]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,sham,macro_f1,sham,0.799203,0.775716,0.821351,"0.799 [0.776, 0.821]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,aperiodic,macro_f1,aperiodic,0.658009,0.623917,0.689627,"0.658 [0.624, 0.690]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,flattened,macro_f1,flattened,0.724503,0.695615,0.751497,"0.725 [0.696, 0.751]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,drop_sham,macro_f1,drop_sham,0.000542,-0.000373,0.001419,"0.001 [-0.000, 0.001]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,retention_sham,macro_f1,retention_sham,0.999322,0.998230,1.000470,"0.999 [0.998, 1.000]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,drop_aperiodic,macro_f1,drop_aperiodic,0.141736,0.111022,0.171723,"0.142 [0.111, 0.172]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,retention_aperiodic,macro_f1,retention_aperiodic,0.822773,0.786181,0.859969,"0.823 [0.786, 0.860]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,drop_flattened,macro_f1,drop_flattened,0.075242,0.051394,0.100546,"0.075 [0.051, 0.101]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,retention_flattened,macro_f1,retention_flattened,0.905917,0.875188,0.935105,"0.906 [0.875, 0.935]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,baseline,accuracy,baseline,0.800253,0.777362,0.822957,"0.800 [0.777, 0.823]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,sham,accuracy,sham,0.799693,0.776812,0.822387,"0.800 [0.777, 0.822]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,aperiodic,accuracy,aperiodic,0.667912,0.639274,0.696784,"0.668 [0.639, 0.697]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,flattened,accuracy,flattened,0.741417,0.716712,0.765084,"0.741 [0.717, 0.765]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,drop_sham,accuracy,drop_sham,0.000559,-0.000305,0.001431,"0.001 [-0.000, 0.001]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,retention_sham,accuracy,retention_sham,0.999301,0.998214,1.000386,"0.999 [0.998, 1.000]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,drop_aperiodic,accuracy,drop_aperiodic,0.132341,0.105160,0.158178,"0.132 [0.105, 0.158]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,retention_aperiodic,accuracy,retention_aperiodic,0.834626,0.803817,0.867827,"0.835 [0.804, 0.868]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,drop_flattened,accuracy,drop_flattened,0.058835,0.037781,0.080266,"0.059 [0.038, 0.080]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,EEGPT,,retention_flattened,accuracy,retention_flattened,0.926479,0.900712,0.952171,"0.926 [0.901, 0.952]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
